NBN Atlas record ID,Occurrence ID,Licence,Rightsholder,Scientific name,Taxon author,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Start date,Start date day,Start date month,Start date year,End date,End date day,End date month,End date year,Locality,OSGR,Latitude (WGS84),Longitude (WGS84),Coordinate uncertainty (m),Verbatim depth,Recorder,Determiner,Individual count,Abundance,Abundance scale,Organism scope,Organism remarks,Sex,Life stage,Occurrence remarks,Identification verification status,Basis of record,Survey key,Dataset name,Dataset ID,Data provider,Data provider ID,Institution code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR 100km,OSGR 10km,OSGR 2km,OSGR 1km,Country,State/Province,Vitality,public _ resolution _ in _ meters
61edce8a-5cfb-419c-bc16-202952f47615,9642,OGL,Bat Conservation Trust,Rhinolophus hipposideros,"(Bechstein, 1800)",,Lesser Horseshoe Bat,NHMSYS0000080177,species,present,09/07/1997,09,07,1997,,,,,,SN01,51.799557,-4.82945,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SN,SN01,,,United Kingdom,Wales,,
5c4f9a7e-12fd-4661-be8f-d9a5c6f40f8d,8971,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,05/07/1979,05,07,1979,,,,,,SM90,51.70619,-4.968375,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM90,,,United Kingdom,Wales,,
48ffdf2f-7ad7-4306-80f0-731f70f67189,9177,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,09/07/1997,09,07,1997,,,,,,SN01,51.799557,-4.82945,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SN,SN01,,,United Kingdom,Wales,,
3b04dce3-7571-4677-a4d2-7de74c60d18a,9657,OGL,Bat Conservation Trust,Chiroptera,"Blumenbach, 1779",,Bat,NHMSYS0000376160,order,present,27/07/1975,27,07,1975,,,,,,SN02,51.889356,-4.83509,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,,,SN,SN02,,,United Kingdom,Wales,,
33452a9a-ba18-4e7a-8b3b-edddf392cf91,6820,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,23/07/1978,23,07,1978,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
2c848372-2976-409d-8655-38fe49af2e86,9322,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,02/07/1979,02,07,1979,,,,,,SM80,51.702446,-5.11288,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM80,,,United Kingdom,Wales,,
2c6951df-e788-4c2d-b1db-821d42e8ab0d,9887,OGL,Bat Conservation Trust,Rhinolophus hipposideros,"(Bechstein, 1800)",,Lesser Horseshoe Bat,NHMSYS0000080177,species,present,05/07/1977,05,07,1977,,,,,,SS58,51.545213,-4.092461,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SS,SS58,,,United Kingdom,Wales,,
0fd499d8-bca5-44f4-a079-789fd481059b,8265,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,10/07/1998,10,07,1998,,,,,,SN04,52.068949,-4.84646,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SN,SN04,,,United Kingdom,Wales,,
080b5d7f-cb5f-4f1e-a475-ec81fa482655,9641,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,09/07/1997,09,07,1997,,,,,,SN01,51.799557,-4.82945,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SN,SN01,,,United Kingdom,Wales,,
fd0ee5a2-d4c5-4a66-8c4a-41bb23ff17b9,9762,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,25/10/1978,25,10,1978,,,,,,SN51,51.814768,-4.104929,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SN,SN51,,,United Kingdom,Wales,,
fcf56fb7-f1db-4d98-8169-f5607acb0ce4,21678,OGL,Bat Conservation Trust,Myotis nattereri,"(Kuhl, 1817)",,Natterer's Bat,NHMSYS0000080184,species,present,20/10/2013,20,10,2013,,,,,,TL11,51.821799,-0.332864,7071.1,,Undisclosed,,,,,,,,,For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945,Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,TL,TL11,,,United Kingdom,England,,
fcdec895-1339-4613-ad27-99140895a9c4,19623,OGL,Bat Conservation Trust,Pipistrellus pipistrellus,"(Schreber, 1774)",sensu lato,Pipistrelle,NHMSYS0020001356,species aggregate,present,11/10/1992,11,10,1992,,,,,,NN70,56.221087,-4.01745,7071.1,,Undisclosed,,,,,,,,,For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945,Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,NN,NN70,,,United Kingdom,Scotland,,
fa83c5dc-bb75-4ed0-8786-2b4baacac1cf,9374,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,26/10/1977,26,10,1977,,,,,,SM90,51.70619,-4.968375,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM90,,,United Kingdom,Wales,,
fa5c8a69-f67c-4b33-bbe3-85a8cb898a85,22639,OGL,Bat Conservation Trust,Rhinolophus hipposideros,"(Bechstein, 1800)",,Lesser Horseshoe Bat,NHMSYS0000080177,species,present,27/10/1996,27,10,1996,,,,,,SH97,53.261574,-3.575586,7071.1,,Undisclosed,,,,,,,,,For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945,Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SH,SH97,,,United Kingdom,Wales,,
f9f70ff6-8c8a-4814-a217-fd6994d63287,37089,OGL,Bat Conservation Trust,Plecotus auritus,"(Linnaeus, 1758)",,Brown Long-eared Bat,NBNSYS0000005102,species,present,19/10/2021,19,10,2021,,,,,,TQ28,51.550053,-0.198582,7071.1,,Undisclosed,,,,,,,,,For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945,Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,TQ,TQ28,,,United Kingdom,England,,
f9ee4eb6-6a97-4f3b-9111-dcf49b746e5a,36324,OGL,Bat Conservation Trust,Myotis nattereri,"(Kuhl, 1817)",,Natterer's Bat,NHMSYS0000080184,species,present,22/10/2019,22,10,2019,,,,,,TQ35,51.278158,-0.065855,7071.1,,Undisclosed,,,,,,,,,For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945,Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,TQ,TQ35,,,United Kingdom,England,,
f874aab3-81f9-466a-a098-2e55323ac295,30591,OGL,Bat Conservation Trust,Rhinolophus hipposideros,"(Bechstein, 1800)",,Lesser Horseshoe Bat,NHMSYS0000080177,species,present,01/10/1992,01,10,1992,,,,,,SJ11,52.725941,-3.260043,7071.1,,Undisclosed,,,,,,,,,For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945,Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SJ,SJ11,,,United Kingdom,Wales,,
f6f58ce4-c007-4ac9-b24e-0b2f3cce7fe3,19680,OGL,Bat Conservation Trust,Plecotus auritus,"(Linnaeus, 1758)",,Brown Long-eared Bat,NBNSYS0000005102,species,present,03/10/1999,03,10,1999,,,,,,NN70,56.221087,-4.01745,7071.1,,Undisclosed,,,,,,,,,For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945,Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,NN,NN70,,,United Kingdom,Scotland,,
